Subject,Accuracy,Motion Direction,Movement Type
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
93,1,Return,Within
94,1,Return,Within
94,0,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,0,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,0,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,1,Return,Within
94,0,Return,Within
95,1,Return,Within
95,1,Return,Within
95,0,Return,Within
95,0,Return,Within
95,0,Return,Within
95,1,Return,Within
95,1,Return,Within
95,0,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,0,Return,Within
95,0,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,0,Return,Within
95,0,Return,Within
95,0,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
95,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,0,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,0,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,0,Return,Within
96,1,Return,Within
96,0,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,0,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
96,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,0,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,0,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,0,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
97,1,Return,Within
98,1,Return,Within
98,1,Return,Within
98,1,Return,Within
98,1,Return,Within
98,0,Return,Within
98,1,Return,Within
98,0,Return,Within
98,1,Return,Within
98,1,Return,Within
98,0,Return,Within
98,1,Return,Within
98,1,Return,Within
98,1,Return,Within
98,0,Return,Within
98,0,Return,Within
98,1,Return,Within
98,1,Return,Within
98,0,Return,Within
98,1,Return,Within
98,1,Return,Within
98,0,Return,Within
98,0,Return,Within
98,1,Return,Within
98,1,Return,Within
98,1,Return,Within
98,0,Return,Within
98,0,Return,Within
98,0,Return,Within
98,1,Return,Within
98,1,Return,Within
98,0,Return,Within
98,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,0,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
99,1,Return,Within
100,0,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,0,Return,Within
100,1,Return,Within
100,1,Return,Within
100,0,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
100,1,Return,Within
